title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
Energy Conservation Program: Energy Conservation Standards for External Power Supplies,Rule,Energy Department,"Pursuant to the Energy Policy and Conservation Act of 1975 (EPCA), as amended, today's final rule amends the energy conservation standards that currently apply to certain external power supplies and establishes new energy conservation standards for other external power supplies that are currently not required to meet such standards. Through its analysis, DOE has determined that these changes satisfy EPCA's requirements that any new and amended energy conservation standards for these products result in the significant conservation of energy and be both technologically feasible and economically justified.", 2014-02560,https://www.federalregister.gov/documents/2014/02/10/2014-02560/energy-conservation-program-energy-conservation-standards-for-external-power-supplies,https://www.govinfo.gov/content/pkg/FR-2014-02-10/pdf/2014-02560.pdf,02/10/2014
Energy Conservation Program: Energy Conservation Standards for Metal Halide Lamp Fixtures,Rule,Energy Department,"The Energy Policy and Conservation Act of 1975 (EPCA), as amended, prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including metal halide lamp fixtures (MHLFs). EPCA also requires the U.S. Department of Energy (DOE) to determine whether more-stringent standards would be technologically feasible and economically justified, and would save a significant amount of energy. In this final rule, DOE is adopting more-stringent energy conservation standards for MHLFs. It has determined that the new and amended energy conservation standards for this equipment would result in significant conservation of energy, and are technologically feasible and economically justified.", 2014-02356,https://www.federalregister.gov/documents/2014/02/10/2014-02356/energy-conservation-program-energy-conservation-standards-for-metal-halide-lamp-fixtures,https://www.govinfo.gov/content/pkg/FR-2014-02-10/pdf/2014-02356.pdf,02/10/2014
Energy Conservation Program: Energy Conservation Standards for Standby Mode and Off Mode for Microwave Ovens,Rule,Energy Department,"The Energy Policy and Conservation Act of 1975 (EPCA), as amended, prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment. Microwave ovens are covered products under EPCA, although there are no existing microwave oven standards. DOE has already previously determined that active mode standards are not warranted. The Energy Independence and Security Act of 2007 (EISA 2007) amended EPCA to require any final rule adopted after July 1, 2010 establishing or revising energy conservation standards for covered products, including microwave ovens, to address standby mode and off mode energy use. In this final rule, DOE is only adopting energy conservation standards for microwave oven standby mode and off mode. It has determined that the amended energy conservation standards for these products in standby mode and off mode would result in significant conservation of energy, and are technologically feasible and economically justified.", 2013-13535,https://www.federalregister.gov/documents/2013/06/17/2013-13535/energy-conservation-program-energy-conservation-standards-for-standby-mode-and-off-mode-for,https://www.govinfo.gov/content/pkg/FR-2013-06-17/pdf/2013-13535.pdf,06/17/2013
Energy Conservation Program: Energy Conservation Standards for Distribution Transformers,Rule,Energy Department,"The Energy Policy and Conservation Act of 1975 (EPCA), as amended, prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including distribution transformers. EPCA also requires the U.S. Department of Energy (DOE) to determine whether more-stringent standards would be technologically feasible and economically justified, and would save a significant amount of energy. In this final rule, DOE is adopting more- stringent energy conservation standards for distribution transformers. It has determined that the amended energy conservation standards for this equipment would result in significant conservation of energy, and are technologically feasible and economically justified.", 2013-08712,https://www.federalregister.gov/documents/2013/04/18/2013-08712/energy-conservation-program-energy-conservation-standards-for-distribution-transformers,https://www.govinfo.gov/content/pkg/FR-2013-04-18/pdf/2013-08712.pdf,04/18/2013
"National Emission Standards for Hazardous Air Pollutants for Major Sources: Industrial, Commercial, and Institutional Boilers and Process Heaters",Rule,Environmental Protection Agency,"In this action the EPA is taking final action on its reconsideration of certain issues in the emission standards for the control of hazardous air pollutants from new and existing industrial, commercial, and institutional boilers and process heaters at major sources of hazardous air pollutants, which were issued under section 112 of the Clean Air Act. As part of this action, the EPA is making technical corrections to the final rule to clarify definitions, references, applicability and compliance issues raised by petitioners and other stakeholders affected by this rule. On March 21, 2011, the EPA promulgated national emission standards for this source category. On that same day, the EPA also published a notice announcing its intent to reconsider certain provisions of the final rule. Following these actions, the Administrator received several petitions for reconsideration. After consideration of the petitions received, on December 23, 2011, the EPA proposed revisions to certain provisions of the March 21, 2011, final rule, and requested public comment on several provisions of the final rule. The EPA is now taking final action on the proposed reconsideration.", 2012-31646,https://www.federalregister.gov/documents/2013/01/31/2012-31646/national-emission-standards-for-hazardous-air-pollutants-for-major-sources-industrial-commercial-and,https://www.govinfo.gov/content/pkg/FR-2013-01-31/pdf/2012-31646.pdf,01/31/2013
Energy Conservation Program: Energy Conservation Standards for Dishwashers,Rule,Energy Department,"The U.S. Department of Energy (DOE) published a direct final rule to establish amended energy conservation standards for dishwashers in the Federal Register on May 30, 2012. DOE has determined that the adverse comments received in response to the direct final rule were not sufficiently ``adverse'' as to provide a reasonable basis for withdrawing the direct final rule. Therefore, DOE provides this document confirming adoption of the energy conservation standards established in the direct final rule and announcing the effective date of those standards.", 2012-23953,https://www.federalregister.gov/documents/2012/10/01/2012-23953/energy-conservation-program-energy-conservation-standards-for-dishwashers,https://www.govinfo.gov/content/pkg/FR-2012-10-01/pdf/2012-23953.pdf,10/01/2012
2017 and Later Model Year Light-Duty Vehicle Greenhouse Gas Emissions and Corporate Average Fuel Economy Standards,Rule,Environmental Protection Agency; Transportation Department; National Highway Traffic Safety Administration,"EPA and NHTSA, on behalf of the Department of Transportation, are issuing final rules to further reduce greenhouse gas emissions and improve fuel economy for light-duty vehicles for model years 2017 and beyond. On May 21, 2010, President Obama issued a Presidential Memorandum requesting that NHTSA and EPA develop through notice and comment rulemaking a coordinated National Program to improve fuel economy and reduce greenhouse gas emissions of light-duty vehicles for model years 2017-2025, building on the success of the first phase of the National Program for these vehicles for model years 2012-2016. This final rule, consistent with the President's request, responds to the country's critical need to address global climate change and to reduce oil consumption. NHTSA is finalizing Corporate Average Fuel Economy standards for model years 2017-2021 and issuing augural standards for model years 2022-2025 under the Energy Policy and Conservation Act, as amended by the Energy Independence and Security Act. NHTSA will set final standards for model years 2022-2025 in a future rulemaking. EPA is finalizing greenhouse gas emissions standards for model years 2017- 2025 under the Clean Air Act. These standards apply to passenger cars, light-duty trucks, and medium-duty passenger vehicles, and represent the continuation of a harmonized and consistent National Program. Under the National Program automobile manufacturers will be able to continue building a single light-duty national fleet that satisfies all requirements under both programs while ensuring that consumers still have a full range of vehicle choices that are available today. EPA is also finalizing minor changes to the regulations applicable to model years 2012-2016, with respect to air conditioner performance, nitrous oxides measurement, off-cycle technology credits, and police and emergency vehicles.", 2012-21972,https://www.federalregister.gov/documents/2012/10/15/2012-21972/2017-and-later-model-year-light-duty-vehicle-greenhouse-gas-emissions-and-corporate-average-fuel,https://www.govinfo.gov/content/pkg/FR-2012-10-15/pdf/2012-21972.pdf,10/15/2012
"Standards of Performance for Petroleum Refineries; Standards of Performance for Petroleum Refineries for Which Construction, Reconstruction, or Modification Commenced After May 14, 2007",Rule,Environmental Protection Agency,"On June 24, 2008, the EPA promulgated amendments to the Standards of Performance for Petroleum Refineries and new standards of performance for petroleum refinery process units constructed, reconstructed or modified after May 14, 2007. The EPA subsequently received three petitions for reconsideration of these final rules. On September 26, 2008, the EPA granted reconsideration and issued a stay for the issues raised in the petitions regarding process heaters and flares. On December 22, 2008, the EPA addressed those specific issues by proposing amendments to certain provisions for process heaters and flares and extending the stay of these provisions until further notice. The EPA also proposed technical corrections to the rules for issues that were raised in the petitions for reconsideration. In this action, the EPA is finalizing those amendments and technical corrections and is lifting the stay of all the provisions granted on September 26, 2008 and extended until further notice on December 22, 2008.", 2012-20866,https://www.federalregister.gov/documents/2012/09/12/2012-20866/standards-of-performance-for-petroleum-refineries-standards-of-performance-for-petroleum-refineries,https://www.govinfo.gov/content/pkg/FR-2012-09-12/pdf/2012-20866.pdf,09/12/2012
Oil and Natural Gas Sector: New Source Performance Standards and National Emission Standards for Hazardous Air Pollutants Reviews,Rule,Environmental Protection Agency,"This action finalizes the review of new source performance standards for the listed oil and natural gas source category. In this action the EPA revised the new source performance standards for volatile organic compounds from leaking components at onshore natural gas processing plants and new source performance standards for sulfur dioxide emissions from natural gas processing plants. The EPA also established standards for certain oil and gas operations not covered by the existing standards. In addition to the operations covered by the existing standards, the newly established standards will regulate volatile organic compound emissions from gas wells, centrifugal compressors, reciprocating compressors, pneumatic controllers and storage vessels. This action also finalizes the residual risk and technology review for the Oil and Natural Gas Production source category and the Natural Gas Transmission and Storage source category. This action includes revisions to the existing leak detection and repair requirements. In addition, the EPA has established in this action emission limits reflecting maximum achievable control technology for certain currently uncontrolled emission sources in these source categories. This action also includes modification and addition of testing and monitoring and related notification, recordkeeping and reporting requirements, as well as other minor technical revisions to the national emission standards for hazardous air pollutants. This action finalizes revisions to the regulatory provisions related to emissions during periods of startup, shutdown and malfunction.", 2012-16806,https://www.federalregister.gov/documents/2012/08/16/2012-16806/oil-and-natural-gas-sector-new-source-performance-standards-and-national-emission-standards-for,https://www.govinfo.gov/content/pkg/FR-2012-08-16/pdf/2012-16806.pdf,08/16/2012
Energy Conservation Program: Energy Conservation Standards for Residential Dishwashers,Rule,Energy Department,"The Energy Policy and Conservation Act of 1975 (EPCA), as amended, prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including residential dishwashers. EPCA also requires the U.S. Department of Energy (DOE) to determine whether amended standards would be technologically feasible and economically justified, and would save a significant amount of energy. In this direct final rule, DOE is adopting amended energy conservation standards for residential dishwashers. DOE has determined that the amended energy conservation standards for these products would result in significant conservation of energy, and are technologically feasible and economically justified. A notice of proposed rulemaking that proposes identical energy efficiency standards is published elsewhere in today's Federal Register. If DOE receives adverse comment and determines that such comment may provide a reasonable basis for withdrawing the direct final rule, this final rule will be withdrawn and DOE will proceed with the proposed rule.", 2012-12340,https://www.federalregister.gov/documents/2012/05/30/2012-12340/energy-conservation-program-energy-conservation-standards-for-residential-dishwashers,https://www.govinfo.gov/content/pkg/FR-2012-05-30/pdf/2012-12340.pdf,05/30/2012
Energy Conservation Program: Energy Conservation Standards for Residential Clothes Washers,Rule,Energy Department,"The Energy Policy and Conservation Act of 1975 (EPCA), as amended, prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including residential clothes washers. EPCA also requires the U.S. Department of Energy (DOE) to determine whether amended standards would be technologically feasible and economically justified, and would save a significant amount of energy. In this direct final rule, DOE is adopting amended energy conservation standards for residential clothes washers. It has determined that the amended energy conservation standards for these products would result in significant conservation of energy, and are technologically feasible and economically justified. A notice of proposed rulemaking that proposes identical energy efficiency standards is published elsewhere in today's Federal Register. If DOE receives adverse comment and determines that such comment may provide a reasonable basis for withdrawing the direct final rule, this final rule will be withdrawn and DOE will proceed with the proposed rule.", 2012-12320,https://www.federalregister.gov/documents/2012/05/31/2012-12320/energy-conservation-program-energy-conservation-standards-for-residential-clothes-washers,https://www.govinfo.gov/content/pkg/FR-2012-05-31/pdf/2012-12320.pdf,05/31/2012
"Energy Conservation Program for Certain Industrial Equipment: Energy Conservation Standards and Test Procedures for Commercial Heating, Air-Conditioning, and Water-Heating Equipment",Rule,Energy Department,"The U.S. Department of Energy (DOE) is amending its energy conservation standards for small, large, and very large water-cooled and evaporatively-cooled commercial package air conditioners, and variable refrigerant flow (VRF) water-source heat pumps less than 17,000 Btu/h. DOE is adopting new energy conservation standards for computer room air conditioners and VRF water-source heat pumps with a cooling capacity at or greater than 135,000 Btu/h and less than 760,000 Btu/h. Pursuant to the Energy Policy and Conservation Act of 1975 (EPCA), as amended, DOE must assess whether the uniform national standards for these covered equipment need to be updated each time the corresponding industry standard--the American National Standards Institute (ANSI)/American Society of Heating, Refrigerating, and Air- Conditioning Engineers (ASHRAE)/Illuminating Engineering Society of North America (IESNA) Standard 90.1 (ASHRAE Standard 90.1)--is amended, which most recently occurred on October 29, 2010. The levels DOE is adopting are the same as the efficiency levels specified in ASHRAE Standard 90.1-2010. DOE has determined that the ASHRAE Standard 90.1- 2010 efficiency levels for the equipment types listed above are more stringent than existing Federal energy conservation standards and will result in economic and energy savings compared existing energy conservation standards. Furthermore, DOE has concluded that clear and convincing evidence does not exist, as would justify more-stringent standard levels than the efficiency levels in ASHRAE Standard 90.1-2010 for any of the equipment classes. DOE is also updating the current Federal test procedures or, for certain equipment, adopting new test procedures to incorporate by reference the most current versions of the relevant industry test procedures specified in ASHRAE Standard 90.1- 2010. Furthermore, DOE is adopting additional test procedure provisions to include with modification certain instructions from Air- Conditioning, Heating, and Refrigeration Institute (AHRI) operations manuals in that organization's test procedures that would clarify the application of the DOE test procedures and harmonize DOE testing with the testing performed by industry.", 2012-10650,https://www.federalregister.gov/documents/2012/05/16/2012-10650/energy-conservation-program-for-certain-industrial-equipment-energy-conservation-standards-and-test,https://www.govinfo.gov/content/pkg/FR-2012-05-16/pdf/2012-10650.pdf,05/16/2012
"National Emission Standards for Hazardous Air Pollutants From Coal- and Oil-Fired Electric Utility Steam Generating Units and Standards of Performance for Fossil-Fuel-Fired Electric Utility, Industrial-Commercial-Institutional, and Small Industrial-Commercial-Institutional Steam Generating Units",Rule,Environmental Protection Agency,"On May 3, 2011, under authority of Clean Air Act (CAA) sections 111 and 112, the EPA proposed both national emission standards for hazardous air pollutants (NESHAP) from coal- and oil-fired electric utility steam generating units (EGUs) and standards of performance for fossil-fuel-fired electric utility, industrial-commercial- institutional, and small industrial-commercial-institutional steam generating units (76 FR 24976). After consideration of public comments, the EPA is finalizing these rules in this action. Pursuant to CAA section 111, the EPA is revising standards of performance in response to a voluntary remand of a final rule. Specifically, we are amending new source performance standards (NSPS) after analysis of the public comments we received. We are also finalizing several minor amendments, technical clarifications, and corrections to existing NSPS provisions for fossil fuel-fired EGUs and large and small industrial-commercial-institutional steam generating units. Pursuant to CAA section 112, the EPA is establishing NESHAP that will require coal- and oil-fired EGUs to meet hazardous air pollutant (HAP) standards reflecting the application of the maximum achievable control technology. This rule protects air quality and promotes public health by reducing emissions of the HAP listed in CAA section 112(b)(1).", 2012-806,https://www.federalregister.gov/documents/2012/02/16/2012-806/national-emission-standards-for-hazardous-air-pollutants-from-coal--and-oil-fired-electric-utility,https://www.govinfo.gov/content/pkg/FR-2012-02-16/pdf/2012-806.pdf,02/16/2012
Energy Conservation Program: Energy Conservation Standards for Fluorescent Lamp Ballasts,Rule,Energy Department,"The Energy Policy and Conservation Act of 1975 (EPCA), as amended, prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including fluorescent lamp ballasts. EPCA also requires the U.S. Department of Energy (DOE) to determine whether any new or amended standards would be technologically feasible and economically justified, and would save a significant amount of energy. In this final rule, DOE adopts new and amended federal energy conservation standards for fluorescent lamp ballasts. It has determined that the new and amended energy conservation standards for these products would result in significant conservation of energy, and are technologically feasible and economically justified.", 2011-28451,https://www.federalregister.gov/documents/2011/11/14/2011-28451/energy-conservation-program-energy-conservation-standards-for-fluorescent-lamp-ballasts,https://www.govinfo.gov/content/pkg/FR-2011-11-14/pdf/2011-28451.pdf,11/14/2011
"Energy Conservation Program: Energy Conservation Standards for Residential Refrigerators, Refrigerator-Freezers, and Freezers",Rule,Energy Department,"The Energy Policy and Conservation Act (EPCA) prescribes energy conservation standards for various consumer products and commercial and industrial equipment, including refrigerators, refrigerator-freezers, and freezers. EPCA also requires the U.S. Department of Energy (DOE) to determine if more stringent, amended standards for these products are technologically feasible and economically justified, and would save a significant amount of energy. In this final rule, DOE is adopting more stringent energy conservation standards for refrigerators, refrigerator-freezers, and freezers. It has determined that the amended energy conservation standards for these products would result in the significant conservation of energy and are technologically feasible and economically justified.", 2011-22329,https://www.federalregister.gov/documents/2011/09/15/2011-22329/energy-conservation-program-energy-conservation-standards-for-residential-refrigerators,https://www.govinfo.gov/content/pkg/FR-2011-09-15/pdf/2011-22329.pdf,09/15/2011
Greenhouse Gas Emissions Standards and Fuel Efficiency Standards for Medium- and Heavy-Duty Engines and Vehicles,Rule,Environmental Protection Agency; Transportation Department; National Highway Traffic Safety Administration,"EPA and NHTSA, on behalf of the Department of Transportation, are each finalizing rules to establish a comprehensive Heavy-Duty National Program that will reduce greenhouse gas emissions and fuel consumption for on-road heavy-duty vehicles, responding to the President's directive on May 21, 2010, to take coordinated steps to produce a new generation of clean vehicles. NHTSA's final fuel consumption standards and EPA's final carbon dioxide (CO<INF>2</INF>) emissions standards are tailored to each of three regulatory categories of heavy-duty vehicles: Combination Tractors; Heavy-duty Pickup Trucks and Vans; and Vocational Vehicles. The rules include separate standards for the engines that power combination tractors and vocational vehicles. Certain rules are exclusive to the EPA program. These include EPA's final hydrofluorocarbon standards to control leakage from air conditioning systems in combination tractors, and pickup trucks and vans. These also include EPA's final nitrous oxide (N<INF>2</INF>O) and methane (CH<INF>4</INF>) emissions standards that apply to all heavy- duty engines, pickup trucks and vans. EPA's final greenhouse gas emission standards under the Clean Air Act will begin with model year 2014. NHTSA's final fuel consumption standards under the Energy Independence and Security Act of 2007 will be voluntary in model years 2014 and 2015, becoming mandatory with model year 2016 for most regulatory categories. Commercial trailers are not regulated in this phase of the Heavy-Duty National Program. The agencies estimate that the combined standards will reduce CO<INF>2</INF> emissions by approximately 270 million metric tons and save 530 million barrels of oil over the life of vehicles sold during the 2014 through 2018 model years, providing over $7 billion in net societal benefits, and $49 billion in net societal benefits when private fuel savings are considered. EPA is also finalizing provisions allowing light-duty vehicle manufacturers to use CO<INF>2</INF> credits to meet the light-duty vehicle N<INF>2</INF>O and CH<INF>4</INF> standards, technical amendments to the fuel economy provisions for light-duty vehicles, and a technical amendment to the criteria pollutant emissions requirements for certain switch locomotives.", 2011-20740,https://www.federalregister.gov/documents/2011/09/15/2011-20740/greenhouse-gas-emissions-standards-and-fuel-efficiency-standards-for-medium--and-heavy-duty-engines,https://www.govinfo.gov/content/pkg/FR-2011-09-15/pdf/2011-20740.pdf,09/15/2011
Energy Conservation Program: Energy Conservation Standards for Residential Furnaces and Residential Central Air Conditioners and Heat Pumps,Rule,Energy Department,"The Energy Policy and Conservation Act of 1975 (EPCA), as amended, prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including residential furnaces and residential central air conditioners and heat pumps. EPCA also requires the U.S. Department of Energy (DOE) to determine whether more-stringent, amended standards for these products would be technologically feasible and economically justified, and would save a significant amount of energy. In this direct final rule, DOE adopts amended energy conservation standards for residential furnaces and for residential central air conditioners and heat pumps. A notice of proposed rulemaking that proposes identical energy efficiency standards is published elsewhere in this issue of the Federal Register. If DOE receives adverse comment and determines that such comment may provide a reasonable basis for withdrawing the direct final rule, this final rule will be withdrawn, and DOE will proceed with the proposed rule.", 2011-14557,https://www.federalregister.gov/documents/2011/06/27/2011-14557/energy-conservation-program-energy-conservation-standards-for-residential-furnaces-and-residential,https://www.govinfo.gov/content/pkg/FR-2011-06-27/pdf/2011-14557.pdf,06/27/2011
Federal Implementation Plans: Interstate Transport of Fine Particulate Matter and Ozone and Correction of SIP Approvals,Rule,Environmental Protection Agency,"In this action, EPA is limiting the interstate transport of emissions of nitrogen oxides (NO<INF>X</INF>) and sulfur dioxide (SO<INF>2</INF>) that contribute to harmful levels of fine particle matter (PM<INF>2.5</INF>) and ozone in downwind states. EPA is identifying emissions within 27 states in the eastern United States that significantly affect the ability of downwind states to attain and maintain compliance with the 1997 and 2006 fine particulate matter national ambient air quality standards (NAAQS) and the 1997 ozone NAAQS. Also, EPA is limiting these emissions through Federal Implementation Plans (FIPs) that regulate electric generating units (EGUs) in the 27 states. This action will substantially reduce adverse air quality impacts in downwind states from emissions transported across state lines. In conjunction with other federal and state actions, it will help assure that all but a handful of areas in the eastern part of the country achieve compliance with the current ozone and PM<INF>2.5</INF> NAAQS by the deadlines established in the Clean Air Act (CAA or Act). The FIPs may not fully eliminate the prohibited emissions from certain states with respect to the 1997 ozone NAAQS for two remaining downwind areas and EPA is committed to identifying any additional required upwind emission reductions and taking any necessary action in a future rulemaking. In this action, EPA is also modifying its prior approvals of certain State Implementation Plan (SIP) submissions to rescind any statements that the submissions in question satisfy the interstate transport requirements of the CAA or that EPA's approval of the SIPs affects our authority to issue interstate transport FIPs with respect to the 1997 fine particulate and 1997 ozone standards for 22 states. EPA is also issuing a supplemental proposal to request comment on its conclusion that six additional states significantly affect downwind states' ability to attain and maintain compliance with the 1997 ozone NAAQS.", 2011-17600,https://www.federalregister.gov/documents/2011/08/08/2011-17600/federal-implementation-plans-interstate-transport-of-fine-particulate-matter-and-ozone-and,https://www.govinfo.gov/content/pkg/FR-2011-08-08/pdf/2011-17600.pdf,08/08/2011
Energy Conservation Program: Energy Conservation Standards for Residential Clothes Dryers and Room Air Conditioners,Rule,Energy Department,"The Energy Policy and Conservation Act (EPCA) prescribes energy conservation standards for various consumer products and commercial and industrial equipment, including residential clothes dryers and room air conditioners. EPCA also requires the U.S. Department of Energy (DOE) to determine if amended standards for these products are technologically feasible and economically justified, and would save a significant amount of energy. In this direct final rule, DOE adopts amended energy conservation standards for residential clothes dryers and room air conditioners. A notice of proposed rulemaking that proposes identical energy efficiency standards is published elsewhere in today's Federal Register. If DOE receives adverse comment and determines that such comment may provide a reasonable basis for withdrawing the direct final rule, this final rule will be withdrawn and DOE will proceed with the proposed rule.", 2011-9040,https://www.federalregister.gov/documents/2011/04/21/2011-9040/energy-conservation-program-energy-conservation-standards-for-residential-clothes-dryers-and-room,https://www.govinfo.gov/content/pkg/FR-2011-04-21/pdf/2011-9040.pdf,04/21/2011
Standards of Performance for New Stationary Sources and Emission Guidelines for Existing Sources: Commercial and Industrial Solid Waste Incineration Units,Rule,Environmental Protection Agency,"This action promulgates EPA's final response to the 2001 voluntary remand of the December 1, 2000, new source performance standards and emission guidelines for commercial and industrial solid waste incineration units and the vacatur and remand of several definitions by the District of Columbia Circuit Court of Appeals in 2007. In addition, this action includes the 5-year technology review of the new source performance standards and emission guidelines required under section 129 of the Clean Air Act. This action also promulgates other amendments that EPA believes are necessary to address air emissions from commercial and industrial solid waste incineration units.", 2011-4495,https://www.federalregister.gov/documents/2011/03/21/2011-4495/standards-of-performance-for-new-stationary-sources-and-emission-guidelines-for-existing-sources,https://www.govinfo.gov/content/pkg/FR-2011-03-21/pdf/2011-4495.pdf,03/21/2011
"National Emission Standards for Hazardous Air Pollutants for Area Sources: Industrial, Commercial, and Institutional Boilers",Rule,Environmental Protection Agency,EPA is promulgating national emission standards for control of hazardous air pollutants from two area source categories: Industrial boilers and commercial and institutional boilers. The final emission standards for control of mercury and polycyclic organic matter emissions from coal-fired area source boilers are based on the maximum achievable control technology. The final emission standards for control of hazardous air pollutants emissions from biomass-fired and oil-fired area source boilers are based on EPA's determination as to what constitutes the generally available control technology or management practices., 2011-4493,https://www.federalregister.gov/documents/2011/03/21/2011-4493/national-emission-standards-for-hazardous-air-pollutants-for-area-sources-industrial-commercial-and,https://www.govinfo.gov/content/pkg/FR-2011-03-21/pdf/2011-4493.pdf,03/21/2011
"National Emission Standards for Hazardous Air Pollutants for Major Sources: Industrial, Commercial, and Institutional Boilers and Process Heaters",Rule,Environmental Protection Agency,"On September 13, 2004, under authority of section 112 of the Clean Air Act, EPA promulgated national emission standards for hazardous air pollutants for new and existing industrial/commercial/ institutional boilers and process heaters. On June 19, 2007, the United States Court of Appeals for the District of Columbia Circuit vacated and remanded the standards. In response to the Court's vacatur and remand, EPA is, in this action, establishing emission standards that will require industrial/ commercial/institutional boilers and process heaters located at major sources to meet hazardous air pollutants standards reflecting the application of the maximum achievable control technology. This rule protects air quality and promotes public health by reducing emissions of the hazardous air pollutants listed in section 112(b)(1) of the Clean Air Act.", 2011-4494,https://www.federalregister.gov/documents/2011/03/21/2011-4494/national-emission-standards-for-hazardous-air-pollutants-for-major-sources-industrial-commercial-and,https://www.govinfo.gov/content/pkg/FR-2011-03-21/pdf/2011-4494.pdf,03/21/2011
Light-Duty Vehicle Greenhouse Gas Emission Standards and Corporate Average Fuel Economy Standards; Final Rule,Rule,Environmental Protection Agency; Transportation Department; National Highway Traffic Safety Administration,"EPA and NHTSA are issuing this joint Final Rule to establish a National Program consisting of new standards for light-duty vehicles that will reduce greenhouse gas emissions and improve fuel economy. This joint Final Rule is consistent with the National Fuel Efficiency Policy announced by President Obama on May 19, 2009, responding to the country's critical need to address global climate change and to reduce oil consumption. EPA is finalizing greenhouse gas emissions standards under the Clean Air Act, and NHTSA is finalizing Corporate Average Fuel Economy standards under the Energy Policy and Conservation Act, as amended. These standards apply to passenger cars, light-duty trucks, and medium-duty passenger vehicles, covering model years 2012 through 2016, and represent a harmonized and consistent National Program. Under the National Program, automobile manufacturers will be able to build a single light-duty national fleet that satisfies all requirements under both programs while ensuring that consumers still have a full range of vehicle choices. NHTSA's final rule also constitutes the agency's Record of Decision for purposes of its National Environmental Policy Act (NEPA) analysis.", 2010-8159,https://www.federalregister.gov/documents/2010/05/07/2010-8159/light-duty-vehicle-greenhouse-gas-emission-standards-and-corporate-average-fuel-economy-standards,https://www.govinfo.gov/content/pkg/FR-2010-05-07/pdf/2010-8159.pdf,05/07/2010
"Energy Conservation Program: Energy Conservation Standards for Residential Water Heaters, Direct Heating Equipment, and Pool Heaters",Rule,Energy Department,"The U.S. Department of Energy (DOE) is amending the existing energy conservation standards for residential water heaters (other than tabletop and electric instantaneous models), gas-fired direct heating equipment, and gas-fired pool heaters. It has determined that the amended energy conservation standards for these products would result in significant conservation of energy, and are technologically feasible and economically justified.", 2010-7611,https://www.federalregister.gov/documents/2010/04/16/2010-7611/energy-conservation-program-energy-conservation-standards-for-residential-water-heaters-direct,https://www.govinfo.gov/content/pkg/FR-2010-04-16/pdf/2010-7611.pdf,04/16/2010
Energy Conservation Program: Energy Conservation Standards for Small Electric Motors,Rule,Energy Department,"The U.S. Department of Energy (DOE) is adopting energy conservation standards for small electric motors. DOE has determined that these standards will result in significant conservation of energy, and are technologically feasible and economically justified.", 2010-4358,https://www.federalregister.gov/documents/2010/03/09/2010-4358/energy-conservation-program-energy-conservation-standards-for-small-electric-motors,https://www.govinfo.gov/content/pkg/FR-2010-03-09/pdf/2010-4358.pdf,03/09/2010
Regulation of Fuels and Fuel Additives: Changes to Renewable Fuel Standard Program,Rule,Environmental Protection Agency,"Under the Clean Air Act Section 211(o), as amended by the Energy Independence and Security Act of 2007 (EISA), the Environmental Protection Agency is required to promulgate regulations implementing changes to the Renewable Fuel Standard program. The revised statutory requirements specify the volumes of cellulosic biofuel, biomass-based diesel, advanced biofuel, and total renewable fuel that must be used in transportation fuel. This action finalizes the regulations that implement the requirements of EISA, including the cellulosic, biomass- based diesel, advanced biofuel, and renewable fuel standards that will apply to all gasoline and diesel produced or imported in 2010. The final regulations make a number of changes to the current Renewable Fuel Standard program while retaining many elements of the compliance and trading system already in place. This final rule also implements the revised statutory definitions and criteria, most notably the new greenhouse gas emission thresholds for renewable fuels and new limits on renewable biomass feedstocks. This rulemaking marks the first time that greenhouse gas emission performance is being applied in a regulatory context for a nationwide program. As mandated by the statute, our greenhouse gas emission assessments consider the full lifecycle emission impacts of fuel production from both direct and indirect emissions, including significant emissions from land use changes. In carrying out our lifecycle analysis we have taken steps to ensure that the lifecycle estimates are based on the latest and most up-to-date science. The lifecycle greenhouse gas assessments reflected in this rulemaking represent significant improvements in analysis based on information and data received since the proposal. However, we also recognize that lifecycle GHG assessment of biofuels is an evolving discipline and will continue to revisit our lifecycle analyses in the future as new information becomes available. EPA plans to ask the National Academy of Sciences for assistance as we move forward. Based on current analyses we have determined that ethanol from corn starch will be able to comply with the required greenhouse gas (GHG) threshold for renewable fuel. Similarly, biodiesel can be produced to comply with the 50% threshold for biomass-based diesel, sugarcane with the 50% threshold for advanced biofuel and multiple cellulosic-based fuels with their 60% threshold. Additional fuel pathways have also been determined to comply with their thresholds. The assessment for this rulemaking also indicates the increased use of renewable fuels will have important environmental, energy and economic impacts for our Nation.", 2010-3851,https://www.federalregister.gov/documents/2010/03/26/2010-3851/regulation-of-fuels-and-fuel-additives-changes-to-renewable-fuel-standard-program,https://www.govinfo.gov/content/pkg/FR-2010-03-26/pdf/2010-3851.pdf,03/26/2010
